expediente_mayo,expediente_septiembre,estado_procesal_mayo,estado_procesal_septiembre,cambio_status
PFC.REY.B.3/000127-2023,PFC.REY.B.3/000127-2023,Conciliada,Conciliada,"Sin cambio"
PFC.REY.B.3/000139-2023,PFC.REY.B.3/000139-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000140-2023,PFC.REY.B.3/000140-2023,Conciliada,Conciliada,"Sin cambio"
PFC.REY.B.3/000141-2023,PFC.REY.B.3/000141-2023,Conciliada,Conciliada,"Sin cambio"
PFC.REY.B.3/000146-2023,PFC.REY.B.3/000146-2023,"En Trámite",Desistimiento,Cambio
PFC.REY.B.3/000155-2023,PFC.REY.B.3/000155-2023,Conciliada,Conciliada,"Sin cambio"
PFC.REY.B.3/000161-2023,PFC.REY.B.3/000161-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000181-2023,PFC.REY.B.3/000181-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000184-2023,PFC.REY.B.3/000184-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000205-2023,PFC.REY.B.3/000205-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000215-2023,PFC.REY.B.3/000215-2023,"Turnada a Concil Person p/seg","En Trámite",Cambio
PFC.REY.B.3/000220-2023,PFC.REY.B.3/000220-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000227-2023,PFC.REY.B.3/000227-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000238-2023,PFC.REY.B.3/000238-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000244-2023,PFC.REY.B.3/000244-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000267-2023,PFC.REY.B.3/000267-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000270-2023,PFC.REY.B.3/000270-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000276-2023,PFC.REY.B.3/000276-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000293-2023,PFC.REY.B.3/000293-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000295-2023,PFC.REY.B.3/000295-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000299-2023,PFC.REY.B.3/000299-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000309-2023,PFC.REY.B.3/000309-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000310-2023,PFC.REY.B.3/000310-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000322-2023,PFC.REY.B.3/000322-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000328-2023,PFC.REY.B.3/000328-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000330-2023,PFC.REY.B.3/000330-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000331-2023,PFC.REY.B.3/000331-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000336-2023,PFC.REY.B.3/000336-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000352-2023,PFC.REY.B.3/000352-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000357-2023,PFC.REY.B.3/000357-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000370-2023,PFC.REY.B.3/000370-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000376-2023,PFC.REY.B.3/000376-2023,"En Trámite",Conciliada,Cambio
PFC.REY.B.3/000383-2023,PFC.REY.B.3/000383-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000389-2023,PFC.REY.B.3/000389-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000392-2023,PFC.REY.B.3/000392-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000399-2023,PFC.REY.B.3/000399-2023,"En Trámite","En Trámite","Sin cambio"
PFC.REY.B.3/000400-2023,PFC.REY.B.3/000400-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SIN.B.3/000005-2023,PFC.SIN.B.3/000005-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SIN.B.3/000049-2023,PFC.SIN.B.3/000049-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000099-2023,PFC.SIN.B.3/000099-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SIN.B.3/000147-2023,PFC.SIN.B.3/000147-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000154-2023,PFC.SIN.B.3/000154-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SIN.B.3/000162-2023,PFC.SIN.B.3/000162-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000165-2023,PFC.SIN.B.3/000165-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SIN.B.3/000192-2023,PFC.SIN.B.3/000192-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000196-2023,PFC.SIN.B.3/000196-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000212-2023,PFC.SIN.B.3/000212-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SIN.B.3/000217-2023,PFC.SIN.B.3/000217-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000222-2023,PFC.SIN.B.3/000222-2023,"En Trámite",Conciliada,Cambio
PFC.SIN.B.3/000249-2023,PFC.SIN.B.3/000249-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SIN.B.3/000252-2023,PFC.SIN.B.3/000252-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SIN.B.3/000273-2023,PFC.SIN.B.3/000273-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000283-2023,PFC.SIN.B.3/000283-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SIN.B.3/000286-2023,PFC.SIN.B.3/000286-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000325-2023,PFC.SIN.B.3/000325-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000351-2023,PFC.SIN.B.3/000351-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000354-2023,PFC.SIN.B.3/000354-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SIN.B.3/000372-2023,PFC.SIN.B.3/000372-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SIN.B.3/000376-2023,PFC.SIN.B.3/000376-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000385-2023,PFC.SIN.B.3/000385-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000388-2023,PFC.SIN.B.3/000388-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000396-2023,PFC.SIN.B.3/000396-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SIN.B.3/000429-2023,PFC.SIN.B.3/000429-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000430-2023,PFC.SIN.B.3/000430-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000432-2023,PFC.SIN.B.3/000432-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000443-2023,PFC.SIN.B.3/000443-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000463-2023,PFC.SIN.B.3/000463-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000466-2023,PFC.SIN.B.3/000466-2023,"En Trámite",Desistimiento,Cambio
PFC.SIN.B.3/000479-2023,PFC.SIN.B.3/000479-2023,"En Trámite",Conciliada,Cambio
PFC.SIN.B.3/000485-2023,PFC.SIN.B.3/000485-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SIN.B.3/000549-2023,PFC.SIN.B.3/000549-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000550-2023,PFC.SIN.B.3/000550-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000552-2023,PFC.SIN.B.3/000552-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000559-2023,PFC.SIN.B.3/000559-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000561-2023,PFC.SIN.B.3/000561-2023,"En Trámite",Conciliada,Cambio
PFC.SIN.B.3/000562-2023,PFC.SIN.B.3/000562-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000569-2023,PFC.SIN.B.3/000569-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000572-2023,PFC.SIN.B.3/000572-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000573-2023,PFC.SIN.B.3/000573-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000586-2023,PFC.SIN.B.3/000586-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000595-2023,PFC.SIN.B.3/000595-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SIN.B.3/000596-2023,PFC.SIN.B.3/000596-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000608-2023,PFC.SIN.B.3/000608-2023,"En Trámite",Conciliada,Cambio
PFC.SIN.B.3/000614-2023,PFC.SIN.B.3/000614-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SIN.B.3/000661-2023,PFC.SIN.B.3/000661-2023,"En Trámite",Desistimiento,Cambio
PFC.SIN.B.3/000662-2023,PFC.SIN.B.3/000662-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000663-2023,PFC.SIN.B.3/000663-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000683-2023,PFC.SIN.B.3/000683-2023,"En Trámite",Desistimiento,Cambio
PFC.SIN.B.3/000684-2023,PFC.SIN.B.3/000684-2023,"En Trámite",Desistimiento,Cambio
PFC.SIN.B.3/000690-2023,PFC.SIN.B.3/000690-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000697-2023,PFC.SIN.B.3/000697-2023,"En Trámite",Conciliada,Cambio
PFC.SIN.B.3/000725-2023,PFC.SIN.B.3/000725-2023,"En Trámite",Conciliada,Cambio
PFC.SIN.B.3/000742-2023,PFC.SIN.B.3/000742-2023,"En Trámite",Desistimiento,Cambio
PFC.SIN.B.3/000769-2023,PFC.SIN.B.3/000769-2023,"En Trámite",Conciliada,Cambio
PFC.SIN.B.3/000779-2023,PFC.SIN.B.3/000779-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000796-2023,PFC.SIN.B.3/000796-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SIN.B.3/000807-2023,PFC.SIN.B.3/000807-2023,"En Trámite",Conciliada,Cambio
PFC.SIN.B.3/000881-2023,PFC.SIN.B.3/000881-2023,"En Trámite",Conciliada,Cambio
PFC.SIN.B.3/000896-2023,PFC.SIN.B.3/000896-2023,"En Trámite",Desistimiento,Cambio
PFC.SIN.B.3/000919-2023,PFC.SIN.B.3/000919-2023,"En Trámite",Conciliada,Cambio
PFC.SIN.B.3/000924-2023,PFC.SIN.B.3/000924-2023,"En Trámite",Conciliada,Cambio
PFC.SIN.B.3/000977-2023,PFC.SIN.B.3/000977-2023,"En Trámite",Conciliada,Cambio
PFC.SIN.B.3/000984-2023,PFC.SIN.B.3/000984-2023,"En Trámite",Desistimiento,Cambio
PFC.SIN.B.3/000995-2023,PFC.SIN.B.3/000995-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SIN.B.3/001004-2023,PFC.SIN.B.3/001004-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SIN.B.3/001009-2023,PFC.SIN.B.3/001009-2023,"En Trámite",Desistimiento,Cambio
PFC.SIN.B.3/001010-2023,PFC.SIN.B.3/001010-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000013-2023,PFC.SLP.B.3/000013-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000015-2023,PFC.SLP.B.3/000015-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000016-2023,PFC.SLP.B.3/000016-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000030-2023,PFC.SLP.B.3/000030-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000033-2023,PFC.SLP.B.3/000033-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000035-2023,PFC.SLP.B.3/000035-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000053-2023,PFC.SLP.B.3/000053-2023,"En Trámite","No Conciliada",Cambio
PFC.SLP.B.3/000068-2023,PFC.SLP.B.3/000068-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000075-2023,PFC.SLP.B.3/000075-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000082-2023,PFC.SLP.B.3/000082-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.SLP.B.3/000092-2023,PFC.SLP.B.3/000092-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000097-2023,PFC.SLP.B.3/000097-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000100-2023,PFC.SLP.B.3/000100-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000103-2023,PFC.SLP.B.3/000103-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000116-2023,PFC.SLP.B.3/000116-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.SLP.B.3/000128-2023,PFC.SLP.B.3/000128-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000130-2023,PFC.SLP.B.3/000130-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SLP.B.3/000131-2023,PFC.SLP.B.3/000131-2023,"En Trámite",Desistimiento,Cambio
PFC.SLP.B.3/000145-2023,PFC.SLP.B.3/000145-2023,"En Trámite",Desistimiento,Cambio
PFC.SLP.B.3/000155-2023,PFC.SLP.B.3/000155-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SLP.B.3/000163-2023,PFC.SLP.B.3/000163-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000164-2023,PFC.SLP.B.3/000164-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000165-2023,PFC.SLP.B.3/000165-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000173-2023,PFC.SLP.B.3/000173-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.SLP.B.3/000191-2023,PFC.SLP.B.3/000191-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000192-2023,PFC.SLP.B.3/000192-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000201-2023,PFC.SLP.B.3/000201-2023,"En Trámite","No Conciliada",Cambio
PFC.SLP.B.3/000225-2023,PFC.SLP.B.3/000225-2023,"En Trámite",Desistimiento,Cambio
PFC.SLP.B.3/000227-2023,PFC.SLP.B.3/000227-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000231-2023,PFC.SLP.B.3/000231-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000234-2023,PFC.SLP.B.3/000234-2023,"En Trámite","No Conciliada",Cambio
PFC.SLP.B.3/000235-2023,PFC.SLP.B.3/000235-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000246-2023,PFC.SLP.B.3/000246-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000254-2023,PFC.SLP.B.3/000254-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000261-2023,PFC.SLP.B.3/000261-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000264-2023,PFC.SLP.B.3/000264-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000276-2023,PFC.SLP.B.3/000276-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SLP.B.3/000277-2023,PFC.SLP.B.3/000277-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.SLP.B.3/000328-2023,PFC.SLP.B.3/000328-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000332-2023,PFC.SLP.B.3/000332-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000341-2023,PFC.SLP.B.3/000341-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000343-2023,PFC.SLP.B.3/000343-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.SLP.B.3/000346-2023,PFC.SLP.B.3/000346-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000349-2023,PFC.SLP.B.3/000349-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000356-2023,PFC.SLP.B.3/000356-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000358-2023,PFC.SLP.B.3/000358-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000359-2023,PFC.SLP.B.3/000359-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000360-2023,PFC.SLP.B.3/000360-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.SLP.B.3/000367-2023,PFC.SLP.B.3/000367-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SLP.B.3/000373-2023,PFC.SLP.B.3/000373-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000424-2023,PFC.SLP.B.3/000424-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000430-2023,PFC.SLP.B.3/000430-2023,"En Trámite","No Conciliada",Cambio
PFC.SLP.B.3/000431-2023,PFC.SLP.B.3/000431-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000432-2023,PFC.SLP.B.3/000432-2023,"En Trámite","No Conciliada",Cambio
PFC.SLP.B.3/000433-2023,PFC.SLP.B.3/000433-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000436-2023,PFC.SLP.B.3/000436-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000437-2023,PFC.SLP.B.3/000437-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000448-2023,PFC.SLP.B.3/000448-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000452-2023,PFC.SLP.B.3/000452-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000454-2023,PFC.SLP.B.3/000454-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000459-2023,PFC.SLP.B.3/000459-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000472-2023,PFC.SLP.B.3/000472-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SLP.B.3/000483-2023,PFC.SLP.B.3/000483-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SLP.B.3/000493-2023,PFC.SLP.B.3/000493-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SLP.B.3/000507-2023,PFC.SLP.B.3/000507-2023,"En Trámite","No Conciliada",Cambio
PFC.SLP.B.3/000508-2023,PFC.SLP.B.3/000508-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000515-2023,PFC.SLP.B.3/000515-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SLP.B.3/000529-2023,PFC.SLP.B.3/000529-2023,"En Trámite","No Conciliada",Cambio
PFC.SLP.B.3/000530-2023,PFC.SLP.B.3/000530-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000532-2023,PFC.SLP.B.3/000532-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000547-2023,PFC.SLP.B.3/000547-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000557-2023,PFC.SLP.B.3/000557-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000575-2023,PFC.SLP.B.3/000575-2023,"En Trámite","No Conciliada",Cambio
PFC.SLP.B.3/000579-2023,PFC.SLP.B.3/000579-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000623-2023,PFC.SLP.B.3/000623-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000626-2023,PFC.SLP.B.3/000626-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000633-2023,PFC.SLP.B.3/000633-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000635-2023,PFC.SLP.B.3/000635-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SLP.B.3/000637-2023,PFC.SLP.B.3/000637-2023,"En Trámite","No Conciliada",Cambio
PFC.SLP.B.3/000639-2023,PFC.SLP.B.3/000639-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000640-2023,PFC.SLP.B.3/000640-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000642-2023,PFC.SLP.B.3/000642-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000644-2023,PFC.SLP.B.3/000644-2023,"En Trámite","No Conciliada",Cambio
PFC.SLP.B.3/000645-2023,PFC.SLP.B.3/000645-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000650-2023,PFC.SLP.B.3/000650-2023,"En Trámite",Conciliada,Cambio
PFC.SLP.B.3/000655-2023,PFC.SLP.B.3/000655-2023,"En Trámite",Conciliada,Cambio
PFC.SON.B.3/000003-2023,PFC.SON.B.3/000003-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000010-2023,PFC.SON.B.3/000010-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.SON.B.3/000011-2023,PFC.SON.B.3/000011-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.SON.B.3/000012-2023,PFC.SON.B.3/000012-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000017-2023,PFC.SON.B.3/000017-2023,"En Trámite","No Conciliada",Cambio
PFC.SON.B.3/000026-2023,PFC.SON.B.3/000026-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000027-2023,PFC.SON.B.3/000027-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000043-2023,PFC.SON.B.3/000043-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.SON.B.3/000063-2023,PFC.SON.B.3/000063-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.SON.B.3/000128-2023,PFC.SON.B.3/000128-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.SON.B.3/000142-2023,PFC.SON.B.3/000142-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000151-2023,PFC.SON.B.3/000151-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000152-2023,PFC.SON.B.3/000152-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000163-2023,PFC.SON.B.3/000163-2023,"En Trámite",Desistimiento,Cambio
PFC.SON.B.3/000164-2023,PFC.SON.B.3/000164-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000186-2023,PFC.SON.B.3/000186-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SON.B.3/000191-2023,PFC.SON.B.3/000191-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000200-2023,PFC.SON.B.3/000200-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.SON.B.3/000214-2023,PFC.SON.B.3/000214-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000292-2023,PFC.SON.B.3/000292-2023,"En Trámite",Conciliada,Cambio
PFC.SON.B.3/000326-2023,PFC.SON.B.3/000326-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000334-2023,PFC.SON.B.3/000334-2023,"En Trámite",Conciliada,Cambio
PFC.SON.B.3/000349-2023,PFC.SON.B.3/000349-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SON.B.3/000375-2023,PFC.SON.B.3/000375-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000379-2023,PFC.SON.B.3/000379-2023,"En Trámite",Desistimiento,Cambio
PFC.SON.B.3/000412-2023,PFC.SON.B.3/000412-2023,"En Trámite",Conciliada,Cambio
PFC.SON.B.3/000429-2023,PFC.SON.B.3/000429-2023,"En Trámite",Conciliada,Cambio
PFC.SON.B.3/000436-2023,PFC.SON.B.3/000436-2023,Conciliada,Conciliada,"Sin cambio"
PFC.SON.B.3/000505-2023,PFC.SON.B.3/000505-2023,"En Trámite",Desistimiento,Cambio
PFC.SON.B.3/000553-2023,PFC.SON.B.3/000553-2023,"En Trámite","En Trámite","Sin cambio"
PFC.SON.B.3/000555-2023,PFC.SON.B.3/000555-2023,"En Trámite","No Conciliada",Cambio
PFC.SON.B.3/000576-2023,PFC.SON.B.3/000576-2023,"En Trámite",Desistimiento,Cambio
PFC.SON.B.3/000585-2023,PFC.SON.B.3/000585-2023,"En Trámite",Conciliada,Cambio
PFC.SON.B.3/000608-2023,PFC.SON.B.3/000608-2023,"En Trámite","No Conciliada",Cambio
PFC.TAB.B.3/000003-2023,PFC.TAB.B.3/000003-2023,"En Trámite",Conciliada,Cambio
PFC.TAB.B.3/000009-2023,PFC.TAB.B.3/000009-2023,Conciliada,Conciliada,"Sin cambio"
PFC.TAB.B.3/000013-2023,PFC.TAB.B.3/000013-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.TAB.B.3/000016-2023,PFC.TAB.B.3/000016-2023,Conciliada,Conciliada,"Sin cambio"
PFC.TAB.B.3/000020-2023,PFC.TAB.B.3/000020-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.TAB.B.3/000049-2023,PFC.TAB.B.3/000049-2023,"En Trámite",Desistimiento,Cambio
PFC.TAB.B.3/000055-2023,PFC.TAB.B.3/000055-2023,"En Trámite",Desistimiento,Cambio
PFC.TAB.B.3/000104-2023,PFC.TAB.B.3/000104-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.TAB.B.3/000109-2023,PFC.TAB.B.3/000109-2023,Conciliada,Conciliada,"Sin cambio"
PFC.TAB.B.3/000118-2023,PFC.TAB.B.3/000118-2023,"En Trámite",Conciliada,Cambio
PFC.TAB.B.3/000125-2023,PFC.TAB.B.3/000125-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.TAB.B.3/000127-2023,PFC.TAB.B.3/000127-2023,"En Trámite",Conciliada,Cambio
PFC.TAB.B.3/000128-2023,PFC.TAB.B.3/000128-2023,Conciliada,Conciliada,"Sin cambio"
PFC.TAB.B.3/000144-2023,PFC.TAB.B.3/000144-2023,Conciliada,Conciliada,"Sin cambio"
PFC.TAB.B.3/000171-2023,PFC.TAB.B.3/000171-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.TAB.B.3/000208-2023,PFC.TAB.B.3/000208-2023,Conciliada,Conciliada,"Sin cambio"
PFC.TAB.B.3/000211-2023,PFC.TAB.B.3/000211-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.TAB.B.3/000240-2023,PFC.TAB.B.3/000240-2023,Conciliada,Conciliada,"Sin cambio"
PFC.TAB.B.3/000247-2023,PFC.TAB.B.3/000247-2023,Conciliada,Conciliada,"Sin cambio"
PFC.TAB.B.3/000255-2023,PFC.TAB.B.3/000255-2023,Conciliada,Conciliada,"Sin cambio"
PFC.TAB.B.3/000272-2023,PFC.TAB.B.3/000272-2023,"En Trámite",Conciliada,Cambio
PFC.TAB.B.3/000282-2023,PFC.TAB.B.3/000282-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.TAB.B.3/000312-2023,PFC.TAB.B.3/000312-2023,"En Trámite",Conciliada,Cambio
